"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM11812","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11813","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11814","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11815","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11816","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11817","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11818","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11819","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11820","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11821","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11822","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11823","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11824","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11825","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11826","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11827","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11828","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11829","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11830","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11831","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11832","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11833","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11834","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11835","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11836","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11837","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11838","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11839","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11840","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11841","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11842","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11843","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11844","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11845","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11846","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11847","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11848","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11849","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11850","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11851","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11852","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11853","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11854","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11855","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11856","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11857","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11858","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11859","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11860","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11861","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11862","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11863","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11864","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11865","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11866","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11867","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11868","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11869","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11870","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11871","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11872","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11873","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11874","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11875","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11876","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11877","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11878","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11879","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11880","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11881","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11882","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11883","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11884","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11885","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11886","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11887","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11888","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11889","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11890","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11891","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11892","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11893","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11894","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11895","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11896","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11897","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11898","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11899","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11900","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11901","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11902","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11903","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11904","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11905","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11906","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11907","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11908","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11909","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11910","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11911","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11912","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11913","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11914","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11915","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11916","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11917","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11918","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11919","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11920","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11921","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11922","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11923","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11924","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11925","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11926","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11927","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11928","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11929","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11930","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11931","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11932","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11933","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11934","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11935","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11936","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11937","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11938","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11939","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11940","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11941","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11942","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11943","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11944","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11945","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11946","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11947","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11948","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11949","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11950","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11951","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11952","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11953","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11954","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11955","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM11956","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11957","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11958","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM11959","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11960","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11961","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM11962","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11963","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11964","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM11965","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11966","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11967","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM11968","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11969","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11970","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM11971","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11972","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11973","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM11974","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11975","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11976","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM11977","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11978","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11979","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11980","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11981","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11982","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM11983","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11984","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11985","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11986","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11987","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11988","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM11989","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11990","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11991","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11992","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11993","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11994","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM11995","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11996","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11997","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11998","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM11999","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12000","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12001","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12002","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12003","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12004","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12005","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12006","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12007","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12008","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12009","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12010","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12011","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12012","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12013","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12014","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12015","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12016","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12017","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12018","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12019","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12020","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12021","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12022","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12023","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12024","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12025","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12026","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12027","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12028","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12029","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12030","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12031","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12032","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12033","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12034","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12035","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12036","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA"
"MSHM12037","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12038","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12039","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12040","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12041","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12042","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA+Plant extract"
"MSHM12043","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12044","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12045","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12046","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12047","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12048","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",30,"PDA+Plant extract"
"MSHM12049","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12050","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12051","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA"
"MSHM12052","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12053","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12054","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA"
"MSHM12055","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12056","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12057","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",23,"PDA+Plant extract"
"MSHM12058","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12059","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12060","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Leaf",30,"PDA+Plant extract"
"MSHM12061","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12062","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12063","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA"
"MSHM12064","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12065","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12066","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA"
"MSHM12067","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12068","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12069","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",23,"PDA+Plant extract"
"MSHM12070","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12071","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12072","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Branch",30,"PDA+Plant extract"
"MSHM12073","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12074","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
"MSHM12075","Sorkhe","Gypsum Soil","W2016","Mutthiola sp.","Root",23,"PDA"
